Uur,Levering [kWh],Teruglevering [kWh]
28-10-2024 02:45 tot 03:00,1.0647,0.0
28-10-2024 03:00 tot 03:15,1.33848,0.0
28-10-2024 03:15 tot 03:30,1.00386,0.0
28-10-2024 03:30 tot 03:45,1.0647,0.0
28-10-2024 03:45 tot 04:00,1.0647,0.0
28-10-2024 04:00 tot 04:15,1.09512,0.0
28-10-2024 04:15 tot 04:30,1.09512,0.0
28-10-2024 04:30 tot 04:45,1.27764,0.0
28-10-2024 04:45 tot 05:00,1.12554,0.0
28-10-2024 05:00 tot 05:15,1.03428,0.0
28-10-2024 05:15 tot 05:30,1.33848,0.0
28-10-2024 05:30 tot 05:45,1.39932,0.0
28-10-2024 05:45 tot 06:00,1.12554,0.0
28-10-2024 06:00 tot 06:15,1.03428,0.0
28-10-2024 06:15 tot 06:30,1.39932,0.0
28-10-2024 06:30 tot 06:45,1.2168,0.0
28-10-2024 06:45 tot 07:00,1.27764,0.0
28-10-2024 07:00 tot 07:15,1.521,0.0
28-10-2024 07:15 tot 07:30,1.521,0.0
28-10-2024 07:30 tot 07:45,1.94688,0.0
28-10-2024 07:45 tot 08:00,1.00386,0.0
28-10-2024 08:00 tot 08:15,0.88218,0.0
28-10-2024 08:15 tot 08:30,5.20182,0.0
28-10-2024 08:30 tot 08:45,15.69672,0.0
28-10-2024 08:45 tot 09:00,19.40796,0.0
28-10-2024 09:00 tot 09:15,13.01976,0.0
28-10-2024 09:15 tot 09:30,10.28196,0.0
28-10-2024 09:30 tot 09:45,5.81022,0.0
28-10-2024 09:45 tot 10:00,2.46402,0.029585798816568
28-10-2024 10:00 tot 10:15,0.36504,0.14792899408284
28-10-2024 10:15 tot 10:30,0.36504,0.029585798816568
28-10-2024 10:30 tot 10:45,29.29446,0.029585798816568
28-10-2024 10:45 tot 11:00,36.6561,0.0
28-10-2024 11:00 tot 11:15,29.17278,0.0
28-10-2024 11:15 tot 11:30,0.48672,0.0
28-10-2024 11:30 tot 11:45,7.84836,0.0
28-10-2024 11:45 tot 12:00,30.48084,0.0
28-10-2024 12:00 tot 12:15,2.79864,0.14792899408284
28-10-2024 12:15 tot 12:30,0.0,0.29585798816568
28-10-2024 12:30 tot 12:45,0.03042,0.29585798816568
28-10-2024 12:45 tot 13:00,0.6084,0.0
28-10-2024 13:00 tot 13:15,0.39546,0.029585798816568
28-10-2024 13:15 tot 13:30,21.02022,0.0
28-10-2024 13:30 tot 13:45,47.151,0.0
28-10-2024 13:45 tot 14:00,23.66676,0.0
28-10-2024 14:00 tot 14:15,2.19024,0.0
28-10-2024 14:15 tot 14:30,3.43746,0.0
28-10-2024 14:30 tot 14:45,0.97344,0.029585798816568
28-10-2024 14:45 tot 15:00,2.85948,0.0
28-10-2024 15:00 tot 15:15,2.4336,0.0
28-10-2024 15:15 tot 15:30,1.61226,0.0
28-10-2024 15:30 tot 15:45,2.03814,0.0
28-10-2024 15:45 tot 16:00,25.00524,0.0
28-10-2024 16:00 tot 16:15,31.88016,0.0
28-10-2024 16:15 tot 16:30,12.86766,0.0
28-10-2024 16:30 tot 16:45,4.4109,0.0
28-10-2024 16:45 tot 17:00,10.16028,0.0
28-10-2024 17:00 tot 17:15,4.2588,0.0
28-10-2024 17:15 tot 17:30,10.09944,0.0
28-10-2024 17:30 tot 17:45,40.09356,0.0
28-10-2024 17:45 tot 18:00,27.6822,0.0
28-10-2024 18:00 tot 18:15,17.12646,0.0
28-10-2024 18:15 tot 18:30,19.86426,0.0
28-10-2024 18:30 tot 18:45,10.25154,0.0
28-10-2024 18:45 tot 19:00,1.70352,0.0
28-10-2024 19:00 tot 19:15,1.73394,0.0
28-10-2024 19:15 tot 19:30,1.46016,0.0
28-10-2024 19:30 tot 19:45,1.49058,0.0
28-10-2024 19:45 tot 20:00,1.88604,0.0
28-10-2024 20:00 tot 20:15,1.55142,0.0
28-10-2024 20:15 tot 20:30,1.30806,0.0
28-10-2024 20:30 tot 20:45,1.18638,0.0
28-10-2024 20:45 tot 21:00,1.33848,0.0
28-10-2024 21:00 tot 21:15,1.46016,0.0
28-10-2024 21:15 tot 21:30,1.0647,0.0
28-10-2024 21:30 tot 21:45,1.521,0.0
28-10-2024 21:45 tot 22:00,1.18638,0.0
28-10-2024 22:00 tot 22:15,1.24722,0.0
28-10-2024 22:15 tot 22:30,1.15596,0.0
28-10-2024 22:30 tot 22:45,1.09512,0.0
28-10-2024 22:45 tot 23:00,1.24722,0.0
28-10-2024 23:00 tot 23:15,1.15596,0.0
28-10-2024 23:15 tot 23:30,1.42974,0.0
28-10-2024 23:30 tot 23:45,1.03428,0.0
28-10-2024 23:45 tot 00:00,1.12554,0.0
29-10-2024 00:00 tot 00:15,1.15596,0.0
29-10-2024 00:15 tot 00:30,1.12554,0.0
29-10-2024 00:30 tot 00:45,1.15596,0.0
29-10-2024 00:45 tot 01:00,1.42974,0.0
29-10-2024 01:00 tot 01:15,1.18638,0.0
29-10-2024 01:15 tot 01:30,1.12554,0.0
29-10-2024 01:30 tot 01:45,1.15596,0.0
29-10-2024 01:45 tot 02:00,1.15596,0.0
29-10-2024 02:00 tot 02:15,27.13464,0.0
29-10-2024 02:15 tot 02:30,17.3394,0.0
29-10-2024 02:30 tot 02:45,4.77594,0.0
29-10-2024 02:45 tot 03:00,1.15596,0.0
29-10-2024 03:00 tot 03:15,1.00386,0.0
29-10-2024 03:15 tot 03:30,1.03428,0.0
29-10-2024 03:30 tot 03:45,1.39932,0.0
29-10-2024 03:45 tot 04:00,1.24722,0.0
29-10-2024 04:00 tot 04:15,1.12554,0.0
29-10-2024 04:15 tot 04:30,7.78752,0.0
29-10-2024 04:30 tot 04:45,10.52532,0.0
29-10-2024 04:45 tot 05:00,1.15596,0.0
29-10-2024 05:00 tot 05:15,1.18638,0.0
29-10-2024 05:15 tot 05:30,1.30806,0.0
29-10-2024 05:30 tot 05:45,1.03428,0.0
29-10-2024 05:45 tot 06:00,1.12554,0.0
29-10-2024 06:00 tot 06:15,0.97344,0.0
29-10-2024 06:15 tot 06:30,1.3689,0.0
29-10-2024 06:30 tot 06:45,1.09512,0.0
29-10-2024 06:45 tot 07:00,1.24722,0.0
29-10-2024 07:00 tot 07:15,1.3689,0.0
29-10-2024 07:15 tot 07:30,1.3689,0.0
29-10-2024 07:30 tot 07:45,1.521,0.0
29-10-2024 07:45 tot 08:00,1.2168,0.0
29-10-2024 08:00 tot 08:15,1.42974,0.0
29-10-2024 08:15 tot 08:30,2.79864,0.0
29-10-2024 08:30 tot 08:45,32.88402,0.0
29-10-2024 08:45 tot 09:00,24.82272,0.0
29-10-2024 09:00 tot 09:15,10.28196,0.0
29-10-2024 09:15 tot 09:30,5.44518,0.0
29-10-2024 09:30 tot 09:45,9.94734,0.0
29-10-2024 09:45 tot 10:00,15.3621,0.0
29-10-2024 10:00 tot 10:15,2.79864,0.0
29-10-2024 10:15 tot 10:30,0.85176,0.0
29-10-2024 10:30 tot 10:45,0.39546,0.0
29-10-2024 10:45 tot 11:00,9.2781,0.0
29-10-2024 11:00 tot 11:15,11.37708,0.0
29-10-2024 11:15 tot 11:30,6.35778,0.0
29-10-2024 11:30 tot 11:45,7.72668,0.029585798816568
29-10-2024 11:45 tot 12:00,11.46834,0.0
29-10-2024 12:00 tot 12:15,29.75076,0.0
29-10-2024 12:15 tot 12:30,31.75848,0.0
29-10-2024 12:30 tot 12:45,17.70444,0.0
29-10-2024 12:45 tot 13:00,8.5176,0.0
29-10-2024 13:00 tot 13:15,25.49196,0.0
29-10-2024 13:15 tot 13:30,38.11626,0.0
29-10-2024 13:30 tot 13:45,29.99412,0.0
29-10-2024 13:45 tot 14:00,11.31624,0.0
29-10-2024 14:00 tot 14:15,11.2554,0.0
29-10-2024 14:15 tot 14:30,12.50262,0.0
29-10-2024 14:30 tot 14:45,11.46834,0.0
29-10-2024 14:45 tot 15:00,3.9546,0.0
29-10-2024 15:00 tot 15:15,0.9126,0.0
29-10-2024 15:15 tot 15:30,6.17526,0.0
29-10-2024 15:30 tot 15:45,25.64406,0.0
29-10-2024 15:45 tot 16:00,1.09512,0.0
29-10-2024 16:00 tot 16:15,1.00386,0.0
29-10-2024 16:15 tot 16:30,1.76436,0.0
29-10-2024 16:30 tot 16:45,1.88604,0.0
29-10-2024 16:45 tot 17:00,2.49444,0.0
29-10-2024 17:00 tot 17:15,1.6731,0.0
29-10-2024 17:15 tot 17:30,1.46016,0.0
29-10-2024 17:30 tot 17:45,1.33848,0.0
29-10-2024 17:45 tot 18:00,1.58184,0.0
29-10-2024 18:00 tot 18:15,26.40456,0.0
29-10-2024 18:15 tot 18:30,28.50354,0.0
29-10-2024 18:30 tot 18:45,12.28968,0.0
29-10-2024 18:45 tot 19:00,1.2168,0.0
29-10-2024 19:00 tot 19:15,1.79478,0.0
29-10-2024 19:15 tot 19:30,1.58184,0.0
29-10-2024 19:30 tot 19:45,1.88604,0.0
29-10-2024 19:45 tot 20:00,1.30806,0.0
29-10-2024 20:00 tot 20:15,1.27764,0.0
29-10-2024 20:15 tot 20:30,1.2168,0.0
29-10-2024 20:30 tot 20:45,1.24722,0.0
29-10-2024 20:45 tot 21:00,1.2168,0.0
29-10-2024 21:00 tot 21:15,1.24722,0.0
29-10-2024 21:15 tot 21:30,1.30806,0.0
29-10-2024 21:30 tot 21:45,1.70352,0.0
29-10-2024 21:45 tot 22:00,1.2168,0.0
29-10-2024 22:00 tot 22:15,1.09512,0.0
29-10-2024 22:15 tot 22:30,1.30806,0.0
29-10-2024 22:30 tot 22:45,1.58184,0.0
29-10-2024 22:45 tot 23:00,1.0647,0.0
29-10-2024 23:00 tot 23:15,1.30806,0.0
29-10-2024 23:15 tot 23:30,1.94688,0.0
29-10-2024 23:30 tot 23:45,1.79478,0.0
29-10-2024 23:45 tot 00:00,2.70738,0.0
30-10-2024 00:00 tot 00:15,3.68082,0.0
30-10-2024 00:15 tot 00:30,1.12554,0.0
30-10-2024 00:30 tot 00:45,1.18638,0.0
30-10-2024 00:45 tot 01:00,0.97344,0.0
30-10-2024 01:00 tot 01:15,1.30806,0.0
30-10-2024 01:15 tot 01:30,0.97344,0.0
30-10-2024 01:30 tot 01:45,1.0647,0.0
30-10-2024 01:45 tot 02:00,1.0647,0.0
30-10-2024 02:00 tot 02:15,1.2168,0.0
30-10-2024 02:15 tot 02:30,0.9126,0.0
30-10-2024 02:30 tot 02:45,0.94302,0.0
30-10-2024 02:45 tot 03:00,1.15596,0.0
30-10-2024 03:00 tot 03:15,0.97344,0.0
30-10-2024 03:15 tot 03:30,0.94302,0.0
30-10-2024 03:30 tot 03:45,1.00386,0.0
30-10-2024 03:45 tot 04:00,1.03428,0.0
30-10-2024 04:00 tot 04:15,0.94302,0.0
30-10-2024 04:15 tot 04:30,0.97344,0.0
30-10-2024 04:30 tot 04:45,0.97344,0.0
30-10-2024 04:45 tot 05:00,0.9126,0.0
30-10-2024 05:00 tot 05:15,1.12554,0.0
30-10-2024 05:15 tot 05:30,1.12554,0.0
30-10-2024 05:30 tot 05:45,1.42974,0.0
30-10-2024 05:45 tot 06:00,1.00386,0.0
30-10-2024 06:00 tot 06:15,1.03428,0.0
30-10-2024 06:15 tot 06:30,1.521,0.0
30-10-2024 06:30 tot 06:45,1.55142,0.0
30-10-2024 06:45 tot 07:00,1.30806,0.0
30-10-2024 07:00 tot 07:15,1.85562,0.0
30-10-2024 07:15 tot 07:30,1.49058,0.0
30-10-2024 07:30 tot 07:45,1.39932,0.0
30-10-2024 07:45 tot 08:00,5.84064,0.0
30-10-2024 08:00 tot 08:15,22.63248,0.0
30-10-2024 08:15 tot 08:30,42.86178,0.0
30-10-2024 08:30 tot 08:45,25.91784,0.0
30-10-2024 08:45 tot 09:00,7.48332,0.0
30-10-2024 09:00 tot 09:15,18.82998,0.0
30-10-2024 09:15 tot 09:30,34.80048,0.0
30-10-2024 09:30 tot 09:45,67.59324,0.0
30-10-2024 09:45 tot 10:00,27.80388,0.0
30-10-2024 10:00 tot 10:15,2.4336,0.0
30-10-2024 10:15 tot 10:30,0.24336,0.029585798816568
30-10-2024 10:30 tot 10:45,11.13372,0.029585798816568
30-10-2024 10:45 tot 11:00,29.0511,0.0
30-10-2024 11:00 tot 11:15,4.4109,0.0591715976331361
30-10-2024 11:15 tot 11:30,0.97344,0.0
30-10-2024 11:30 tot 11:45,12.50262,0.0
30-10-2024 11:45 tot 12:00,17.30898,0.0
30-10-2024 12:00 tot 12:15,42.2838,0.0
30-10-2024 12:15 tot 12:30,51.04476,0.0
30-10-2024 12:30 tot 12:45,45.1737,0.0
30-10-2024 12:45 tot 13:00,25.857,0.0
30-10-2024 13:00 tot 13:15,4.74552,0.029585798816568
30-10-2024 13:15 tot 13:30,37.14282,0.0
30-10-2024 13:30 tot 13:45,31.51512,0.0
30-10-2024 13:45 tot 14:00,12.95892,0.0
30-10-2024 14:00 tot 14:15,20.35098,0.0
30-10-2024 14:15 tot 14:30,36.92988,0.0
30-10-2024 14:30 tot 14:45,23.2713,0.0
30-10-2024 14:45 tot 15:00,4.4109,0.0
30-10-2024 15:00 tot 15:15,0.73008,0.118343195266272
30-10-2024 15:15 tot 15:30,10.25154,0.029585798816568
30-10-2024 15:30 tot 15:45,8.48718,0.0
30-10-2024 15:45 tot 16:00,3.74166,0.0
30-10-2024 16:00 tot 16:15,3.4983,0.0
30-10-2024 16:15 tot 16:30,2.70738,0.0
30-10-2024 16:30 tot 16:45,2.40318,0.0
30-10-2024 16:45 tot 17:00,38.96802,0.0
30-10-2024 17:00 tot 17:15,21.93282,0.0
30-10-2024 17:15 tot 17:30,1.42974,0.0
30-10-2024 17:30 tot 17:45,1.27764,0.0
30-10-2024 17:45 tot 18:00,1.42974,0.0
30-10-2024 18:00 tot 18:15,18.98208,0.0
30-10-2024 18:15 tot 18:30,23.5755,0.0
30-10-2024 18:30 tot 18:45,15.9705,0.0
30-10-2024 18:45 tot 19:00,1.30806,0.0
30-10-2024 19:00 tot 19:15,1.3689,0.0
30-10-2024 19:15 tot 19:30,1.3689,0.0
30-10-2024 19:30 tot 19:45,1.39932,0.0
30-10-2024 19:45 tot 20:00,2.03814,0.0
30-10-2024 20:00 tot 20:15,11.37708,0.0
30-10-2024 20:15 tot 20:30,9.46062,0.0
30-10-2024 20:30 tot 20:45,1.76436,0.0
30-10-2024 20:45 tot 21:00,1.9773,0.0
30-10-2024 21:00 tot 21:15,1.88604,0.0
30-10-2024 21:15 tot 21:30,1.42974,0.0
30-10-2024 21:30 tot 21:45,1.39932,0.0
30-10-2024 21:45 tot 22:00,1.49058,0.0
30-10-2024 22:00 tot 22:15,1.521,0.0
30-10-2024 22:15 tot 22:30,1.94688,0.0
30-10-2024 22:30 tot 22:45,2.00772,0.0
30-10-2024 22:45 tot 23:00,2.00772,0.0
30-10-2024 23:00 tot 23:15,2.22066,0.0
30-10-2024 23:15 tot 23:30,1.64268,0.0
30-10-2024 23:30 tot 23:45,1.2168,0.0
30-10-2024 23:45 tot 00:00,1.27764,0.0
31-10-2024 00:00 tot 00:15,0.97344,0.0
31-10-2024 00:15 tot 00:30,1.03428,0.0
31-10-2024 00:30 tot 00:45,0.97344,0.0
31-10-2024 00:45 tot 01:00,1.00386,0.0
31-10-2024 01:00 tot 01:15,1.15596,0.0
31-10-2024 01:15 tot 01:30,1.49058,0.0
31-10-2024 01:30 tot 01:45,0.94302,0.0
31-10-2024 01:45 tot 02:00,1.12554,0.0
31-10-2024 02:00 tot 02:15,0.97344,0.0
31-10-2024 02:15 tot 02:30,0.9126,0.0
31-10-2024 02:30 tot 02:45,1.03428,0.0
31-10-2024 02:45 tot 03:00,0.97344,0.0
31-10-2024 03:00 tot 03:15,0.9126,0.0
31-10-2024 03:15 tot 03:30,0.94302,0.0
31-10-2024 03:30 tot 03:45,0.9126,0.0
31-10-2024 03:45 tot 04:00,0.9126,0.0
31-10-2024 04:00 tot 04:15,1.2168,0.0
31-10-2024 04:15 tot 04:30,1.15596,0.0
31-10-2024 04:30 tot 04:45,0.97344,0.0
31-10-2024 04:45 tot 05:00,1.12554,0.0
31-10-2024 05:00 tot 05:15,1.03428,0.0
31-10-2024 05:15 tot 05:30,1.09512,0.0
31-10-2024 05:30 tot 05:45,1.18638,0.0
31-10-2024 05:45 tot 06:00,1.18638,0.0
31-10-2024 06:00 tot 06:15,1.33848,0.0
31-10-2024 06:15 tot 06:30,1.18638,0.0
31-10-2024 06:30 tot 06:45,1.27764,0.0
31-10-2024 06:45 tot 07:00,1.3689,0.0
31-10-2024 07:00 tot 07:15,6.32736,0.0
31-10-2024 07:15 tot 07:30,22.9671,0.0
31-10-2024 07:30 tot 07:45,16.39638,0.0
31-10-2024 07:45 tot 08:00,12.38094,0.0
31-10-2024 08:00 tot 08:15,10.82952,0.0
31-10-2024 08:15 tot 08:30,13.20228,0.0
31-10-2024 08:30 tot 08:45,25.52238,0.0
31-10-2024 08:45 tot 09:00,13.56732,0.0
31-10-2024 09:00 tot 09:15,11.80296,0.0
31-10-2024 09:15 tot 09:30,35.83476,0.0
31-10-2024 09:30 tot 09:45,5.71896,0.0
31-10-2024 09:45 tot 10:00,1.2168,0.0
31-10-2024 10:00 tot 10:15,0.73008,0.0
31-10-2024 10:15 tot 10:30,1.0647,0.0
31-10-2024 10:30 tot 10:45,1.12554,0.0
31-10-2024 10:45 tot 11:00,1.15596,0.0
31-10-2024 11:00 tot 11:15,0.48672,0.0
31-10-2024 11:15 tot 11:30,0.6084,0.029585798816568
31-10-2024 11:30 tot 11:45,0.66924,0.029585798816568
31-10-2024 11:45 tot 12:00,0.51714,0.0
31-10-2024 12:00 tot 12:15,0.48672,0.0887573964497041
31-10-2024 12:15 tot 12:30,0.21294,0.0887573964497041
31-10-2024 12:30 tot 12:45,0.57798,0.0
31-10-2024 12:45 tot 13:00,24.6402,0.0
31-10-2024 13:00 tot 13:15,36.68652,0.0
31-10-2024 13:15 tot 13:30,22.815,0.0
31-10-2024 13:30 tot 13:45,25.12692,0.0
31-10-2024 13:45 tot 14:00,10.85994,0.029585798816568
31-10-2024 14:00 tot 14:15,0.27378,0.0591715976331361
31-10-2024 14:15 tot 14:30,1.18638,0.0
31-10-2024 14:30 tot 14:45,1.94688,0.0
31-10-2024 14:45 tot 15:00,18.34326,0.0
31-10-2024 15:00 tot 15:15,4.16754,0.0
31-10-2024 15:15 tot 15:30,19.37754,0.0
31-10-2024 15:30 tot 15:45,8.09172,0.0
31-10-2024 15:45 tot 16:00,1.0647,0.0
31-10-2024 16:00 tot 16:15,1.12554,0.0
31-10-2024 16:15 tot 16:30,1.00386,0.0
31-10-2024 16:30 tot 16:45,1.09512,0.0
31-10-2024 16:45 tot 17:00,2.22066,0.0
31-10-2024 17:00 tot 17:15,1.79478,0.0
31-10-2024 17:15 tot 17:30,1.3689,0.0
31-10-2024 17:30 tot 17:45,1.3689,0.0
31-10-2024 17:45 tot 18:00,1.33848,0.0
31-10-2024 18:00 tot 18:15,1.76436,0.0
31-10-2024 18:15 tot 18:30,1.61226,0.0
31-10-2024 18:30 tot 18:45,1.9773,0.0
31-10-2024 18:45 tot 19:00,1.49058,0.0
31-10-2024 19:00 tot 19:15,1.6731,0.0
31-10-2024 19:15 tot 19:30,1.64268,0.0
31-10-2024 19:30 tot 19:45,15.24042,0.0
31-10-2024 19:45 tot 20:00,34.03998,0.0
31-10-2024 20:00 tot 20:15,11.83338,0.0
31-10-2024 20:15 tot 20:30,1.39932,0.0
31-10-2024 20:30 tot 20:45,1.46016,0.0
31-10-2024 20:45 tot 21:00,1.33848,0.0
31-10-2024 21:00 tot 21:15,1.24722,0.0
31-10-2024 21:15 tot 21:30,1.18638,0.0
31-10-2024 21:30 tot 21:45,1.12554,0.0
31-10-2024 21:45 tot 22:00,1.49058,0.0
31-10-2024 22:00 tot 22:15,1.61226,0.0
31-10-2024 22:15 tot 22:30,1.76436,0.0
31-10-2024 22:30 tot 22:45,1.24722,0.0
31-10-2024 22:45 tot 23:00,1.0647,0.0
31-10-2024 23:00 tot 23:15,1.30806,0.0
31-10-2024 23:15 tot 23:30,1.24722,0.0
31-10-2024 23:30 tot 23:45,1.12554,0.0
31-10-2024 23:45 tot 00:00,1.30806,0.0
01-11-2024 00:00 tot 00:15,1.33848,0.0
01-11-2024 00:15 tot 00:30,1.2168,0.0
01-11-2024 00:30 tot 00:45,0.94302,0.0
01-11-2024 00:45 tot 01:00,0.97344,0.0
01-11-2024 01:00 tot 01:15,1.0647,0.0
01-11-2024 01:15 tot 01:30,1.03428,0.0
01-11-2024 01:30 tot 01:45,1.12554,0.0
01-11-2024 01:45 tot 02:00,18.8604,0.0
01-11-2024 02:00 tot 02:15,0.9126,0.0
01-11-2024 02:15 tot 02:30,1.03428,0.0
01-11-2024 02:30 tot 02:45,1.09512,0.0
01-11-2024 02:45 tot 03:00,0.9126,0.0
01-11-2024 03:00 tot 03:15,0.97344,0.0
01-11-2024 03:15 tot 03:30,1.27764,0.0
01-11-2024 03:30 tot 03:45,1.2168,0.0
01-11-2024 03:45 tot 04:00,1.33848,0.0
01-11-2024 04:00 tot 04:15,1.0647,0.0
01-11-2024 04:15 tot 04:30,1.09512,0.0
01-11-2024 04:30 tot 04:45,1.00386,0.0
01-11-2024 04:45 tot 05:00,1.09512,0.0
01-11-2024 05:00 tot 05:15,1.18638,0.0
01-11-2024 05:15 tot 05:30,1.18638,0.0
01-11-2024 05:30 tot 05:45,1.0647,0.0
01-11-2024 05:45 tot 06:00,1.15596,0.0
01-11-2024 06:00 tot 06:15,1.0647,0.0
01-11-2024 06:15 tot 06:30,1.09512,0.0
01-11-2024 06:30 tot 06:45,1.3689,0.0
01-11-2024 06:45 tot 07:00,1.30806,0.0
01-11-2024 07:00 tot 07:15,1.42974,0.0
01-11-2024 07:15 tot 07:30,1.91646,0.0
01-11-2024 07:30 tot 07:45,1.24722,0.0
01-11-2024 07:45 tot 08:00,1.39932,0.0
01-11-2024 08:00 tot 08:15,15.27084,0.0
01-11-2024 08:15 tot 08:30,21.87198,0.0
01-11-2024 08:30 tot 08:45,14.05404,0.0
01-11-2024 08:45 tot 09:00,19.40796,0.0
01-11-2024 09:00 tot 09:15,10.9512,0.0
01-11-2024 09:15 tot 09:30,22.48038,0.0
01-11-2024 09:30 tot 09:45,23.5755,0.0
01-11-2024 09:45 tot 10:00,11.37708,0.0
01-11-2024 10:00 tot 10:15,1.91646,0.0
01-11-2024 10:15 tot 10:30,10.7991,0.0
01-11-2024 10:30 tot 10:45,40.09356,0.0
01-11-2024 10:45 tot 11:00,4.74552,0.0
01-11-2024 11:00 tot 11:15,21.11148,0.0
01-11-2024 11:15 tot 11:30,16.2747,0.0
01-11-2024 11:30 tot 11:45,1.27764,0.0
01-11-2024 11:45 tot 12:00,1.49058,0.0
01-11-2024 12:00 tot 12:15,1.00386,0.0
01-11-2024 12:15 tot 12:30,1.49058,0.0
01-11-2024 12:30 tot 12:45,2.09898,0.0
01-11-2024 12:45 tot 13:00,1.91646,0.0
01-11-2024 13:00 tot 13:15,0.94302,0.0
01-11-2024 13:15 tot 13:30,23.7276,0.0
01-11-2024 13:30 tot 13:45,18.89082,0.0
01-11-2024 13:45 tot 14:00,27.6822,0.0
01-11-2024 14:00 tot 14:15,17.40024,0.0
01-11-2024 14:15 tot 14:30,13.87152,0.0
01-11-2024 14:30 tot 14:45,22.48038,0.0
01-11-2024 14:45 tot 15:00,39.94146,0.0
01-11-2024 15:00 tot 15:15,24.54894,0.0
01-11-2024 15:15 tot 15:30,8.48718,0.0
01-11-2024 15:30 tot 15:45,5.9319,0.0
01-11-2024 15:45 tot 16:00,44.13942,0.0
01-11-2024 16:00 tot 16:15,26.98254,0.0
01-11-2024 16:15 tot 16:30,34.6788,0.0
01-11-2024 16:30 tot 16:45,25.7049,0.0
01-11-2024 16:45 tot 17:00,13.2327,0.0
01-11-2024 17:00 tot 17:15,2.19024,0.0
01-11-2024 17:15 tot 17:30,13.47606,0.0
01-11-2024 17:30 tot 17:45,7.93962,0.0
01-11-2024 17:45 tot 18:00,1.55142,0.0
01-11-2024 18:00 tot 18:15,1.76436,0.0
01-11-2024 18:15 tot 18:30,1.30806,0.0
01-11-2024 18:30 tot 18:45,1.27764,0.0
01-11-2024 18:45 tot 19:00,1.73394,0.0
01-11-2024 19:00 tot 19:15,1.9773,0.0
01-11-2024 19:15 tot 19:30,2.25108,0.0
01-11-2024 19:30 tot 19:45,1.2168,0.0
01-11-2024 19:45 tot 20:00,2.92032,0.0
01-11-2024 20:00 tot 20:15,4.50216,0.0
01-11-2024 20:15 tot 20:30,2.00772,0.0
01-11-2024 20:30 tot 20:45,1.3689,0.0
01-11-2024 20:45 tot 21:00,1.42974,0.0
01-11-2024 21:00 tot 21:15,1.3689,0.0
01-11-2024 21:15 tot 21:30,1.521,0.0
01-11-2024 21:30 tot 21:45,1.39932,0.0
01-11-2024 21:45 tot 22:00,1.521,0.0
01-11-2024 22:00 tot 22:15,1.18638,0.0
01-11-2024 22:15 tot 22:30,1.42974,0.0
01-11-2024 22:30 tot 22:45,1.27764,0.0
01-11-2024 22:45 tot 23:00,1.521,0.0
01-11-2024 23:00 tot 23:15,1.33848,0.0
01-11-2024 23:15 tot 23:30,1.09512,0.0
01-11-2024 23:30 tot 23:45,1.30806,0.0
01-11-2024 23:45 tot 00:00,1.24722,0.0
02-11-2024 00:00 tot 00:15,1.27764,0.0
02-11-2024 00:15 tot 00:30,1.24722,0.0
02-11-2024 00:30 tot 00:45,1.00386,0.0
02-11-2024 00:45 tot 01:00,1.0647,0.0
02-11-2024 01:00 tot 01:15,1.2168,0.0
02-11-2024 01:15 tot 01:30,1.18638,0.0
02-11-2024 01:30 tot 01:45,1.0647,0.0
02-11-2024 01:45 tot 02:00,1.24722,0.0
02-11-2024 02:00 tot 02:15,1.18638,0.0
02-11-2024 02:15 tot 02:30,0.97344,0.0
02-11-2024 02:30 tot 02:45,0.97344,0.0
02-11-2024 02:45 tot 03:00,0.97344,0.0
02-11-2024 03:00 tot 03:15,1.00386,0.0
02-11-2024 03:15 tot 03:30,0.97344,0.0
02-11-2024 03:30 tot 03:45,0.97344,0.0
02-11-2024 03:45 tot 04:00,0.94302,0.0
02-11-2024 04:00 tot 04:15,1.09512,0.0
02-11-2024 04:15 tot 04:30,1.0647,0.0
02-11-2024 04:30 tot 04:45,1.09512,0.0
02-11-2024 04:45 tot 05:00,1.2168,0.0
02-11-2024 05:00 tot 05:15,1.12554,0.0
02-11-2024 05:15 tot 05:30,1.0647,0.0
02-11-2024 05:30 tot 05:45,1.0647,0.0
02-11-2024 05:45 tot 06:00,1.15596,0.0
02-11-2024 06:00 tot 06:15,1.2168,0.0
02-11-2024 06:15 tot 06:30,1.00386,0.0
02-11-2024 06:30 tot 06:45,1.2168,0.0
02-11-2024 06:45 tot 07:00,1.18638,0.0
02-11-2024 07:00 tot 07:15,1.33848,0.0
02-11-2024 07:15 tot 07:30,1.39932,0.0
02-11-2024 07:30 tot 07:45,1.64268,0.0
02-11-2024 07:45 tot 08:00,29.62908,0.0
02-11-2024 08:00 tot 08:15,0.57798,0.0
02-11-2024 08:15 tot 08:30,0.48672,0.0
02-11-2024 08:30 tot 08:45,0.51714,0.0
02-11-2024 08:45 tot 09:00,0.24336,0.0
02-11-2024 09:00 tot 09:15,0.4563,0.029585798816568
02-11-2024 09:15 tot 09:30,0.66924,0.0
02-11-2024 09:30 tot 09:45,2.09898,0.0
02-11-2024 09:45 tot 10:00,20.41182,0.0
02-11-2024 10:00 tot 10:15,0.6084,0.029585798816568
02-11-2024 10:15 tot 10:30,0.39546,0.14792899408284
02-11-2024 10:30 tot 10:45,0.9126,0.0887573964497041
02-11-2024 10:45 tot 11:00,1.3689,0.0
